0.0,11,0	Avatar/NVRPlayer/Head	Avatar/NVRPlayer/LeftHand	Avatar/NVRPlayer/RightHand	CookingEnvironment(Clone)/PanFrying	CookingEnvironment(Clone)/SpoonBig	CookingEnvironment(Clone)/SpoonWood03	CookingEnvironment(Clone)/Pan02	CookingEnvironment(Clone)/bowl	CookingEnvironment(Clone)/Wisp	CookingEnvironment(Clone)/chopsticks_C	CookingEnvironment(Clone)/spoon_B	CookingEnvironment(Clone)/ricebowl_A_c02
3.1341,11,1	-6.6826,1.129,3.9315,354.1442,345.3658,356.1027	-6.494,1.5689,4.5912,9.1344,341.4839,17.7637	-6.2096,1.6902,4.6656,341.891,8.63,351.3335	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
3.1629,11,1	-6.6826,1.1289,3.9315,354.1466,345.3702,356.1007	-6.4942,1.5686,4.5907,9.2037,341.5662,17.9542	-6.194,1.7061,4.6612,338.419,11.9156,351.4327	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
3.1886,11,1	-6.6826,1.1289,3.9314,354.1397,345.3707,356.0993	-6.4946,1.5681,4.5903,9.2591,341.5698,18.0501	-6.1736,1.7226,4.6557,335.0539,16.5099,351.3561	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
3.2186,11,1	-6.6826,1.1289,3.9314,354.149,345.3631,356.0945	-6.495,1.5678,4.5903,9.3272,341.5351,18.0343	-6.163,1.7287,4.6528,333.96,19.0379,350.6653	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
3.2479,11,1	-6.6826,1.1289,3.9314,354.1472,345.3597,356.0927	-6.4956,1.5676,4.5902,9.3957,341.5074,18.0656	-6.1466,1.7362,4.6488,332.8573,22.6613,349.2221	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
3.275,11,1	-6.6826,1.129,3.9314,354.1461,345.3587,356.0937	-6.4965,1.5676,4.59,9.4471,341.4295,18.188	-6.132,1.7398,4.6457,332.2408,25.9315,348.0645	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
3.3019,11,1	-6.6826,1.129,3.9315,354.1462,345.3593,356.092	-6.4975,1.5676,4.5897,9.5221,341.2075,18.3442	-6.1181,1.7398,4.6443,332.2848,29.1044,347.5282	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
3.3313,11,1	-6.6826,1.129,3.9316,354.1468,345.3577,356.0899	-6.4986,1.5676,4.5893,9.5832,340.9709,18.4514	-6.1037,1.7351,4.6448,333.5104,32.0639,347.7401	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
3.36,11,1	-6.6826,1.1291,3.9316,354.1463,345.3524,356.0866	-6.4996,1.5674,4.5889,9.6101,340.8153,18.3969	-6.0903,1.7262,4.6465,335.3334,34.6867,348.0325	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
3.3889,11,1	-6.6826,1.1291,3.9316,354.1519,345.349,356.0871	-6.5008,1.567,4.5885,9.7349,340.5461,18.0778	-6.0742,1.7077,4.6504,338.2335,38.0014,348.8978	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
3.416,11,1	-6.6826,1.1291,3.9316,354.1534,345.3469,356.0838	-6.5014,1.5668,4.5885,9.8122,340.4791,17.9716	-6.069,1.6972,4.6528,339.8325,39.0267,349.6664	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
3.4429,11,1	-6.6826,1.1292,3.9316,354.1552,345.3416,356.0797	-6.5023,1.5666,4.5882,10.0062,340.5435,17.8073	-6.0577,1.6689,4.6587,344.1799,40.9164,351.4073	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
3.4714,11,1	-6.6826,1.1292,3.9315,354.1513,345.3404,356.0744	-6.5027,1.5665,4.5883,10.177,340.6558,17.746	-6.0545,1.6534,4.6613,346.4061,41.4478,352.3311	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
3.4999,11,1	-6.6826,1.1292,3.9316,354.1495,345.3361,356.0735	-6.5036,1.5667,4.5884,10.3815,340.6431,17.5673	-6.0506,1.6155,4.6672,351.838,41.9157,355.4998	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
3.5281,11,1	-6.6826,1.1292,3.9317,354.1469,345.3332,356.0736	-6.5041,1.567,4.5885,10.332,340.494,17.4709	-6.0512,1.5981,4.6689,355.0069,41.4164,355.9169	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
3.5569,11,1	-6.6826,1.1292,3.9317,354.1518,345.3257,356.0697	-6.5049,1.5679,4.5887,10.215,340.3869,17.4297	-6.056,1.5583,4.6716,1.5727,40.7346,356.668	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
3.5858,11,1	-6.6826,1.1292,3.9317,354.149,345.3256,356.0703	-6.5052,1.5682,4.5889,10.1496,340.4111,17.4658	-6.0622,1.5417,4.6721,3.5216,40.214,358.6853	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
3.6148,11,1	-6.6826,1.1292,3.9318,354.1476,345.3253,356.0676	-6.5055,1.5688,4.5892,10.0511,340.3685,17.3738	-6.0741,1.5174,4.6722,7.0517,38.5221,0.4214	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
3.6418,11,1	-6.6826,1.1292,3.9318,354.1503,345.3192,356.0656	-6.5058,1.5693,4.5895,9.9257,340.2668,17.1621	-6.0874,1.4986,4.6718,10.3199,36.4094,0.6249	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
3.6707,11,1	-6.6826,1.1292,3.9318,354.1489,345.3193,356.0648	-6.506,1.5698,4.5899,9.7909,340.1957,17.0093	-6.1045,1.4821,4.6711,13.0894,34.137,1.6808	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
3.6997,11,1	-6.6826,1.1292,3.9318,354.1489,345.3177,356.063	-6.5061,1.5701,4.5904,9.7552,340.1659,16.8359	-6.1311,1.4682,4.6692,16.1981,30.2163,1.7109	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
3.7278,11,1	-6.6826,1.1292,3.9318,354.149,345.3137,356.0608	-6.5062,1.57,4.5907,9.7649,340.0851,16.6504	-6.1432,1.4668,4.668,17.3192,27.9478,0.2904	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
3.7548,11,1	-6.6826,1.1292,3.9319,354.1476,345.31,356.0611	-6.5059,1.5697,4.5913,9.8736,339.8963,15.9918	-6.1715,1.4667,4.6649,18.4702,22.9752,358.874	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
3.7862,11,1	-6.6826,1.1293,3.9319,354.1518,345.304,356.0549	-6.5057,1.5695,4.5916,9.7472,339.81,15.7379	-6.1869,1.4702,4.6624,18.1088,19.967,358.6882	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
3.8141,11,1	-6.6826,1.1293,3.932,354.152,345.3046,356.0496	-6.5054,1.5691,4.5919,9.7026,339.7569,15.5551	-6.2064,1.4768,4.6587,17.5263,16.0598,357.9153	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
3.841,11,1	-6.6826,1.1293,3.932,354.1485,345.3,356.0479	-6.5052,1.5686,4.5922,9.7762,339.5944,15.4729	-6.2225,1.4857,4.6552,17.1017,12.958,356.4661	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
3.87,11,1	-6.6826,1.1294,3.932,354.1559,345.3008,356.0358	-6.5049,1.568,4.5926,9.8861,339.2696,15.4806	-6.2371,1.4983,4.6518,16.4939,9.7635,354.4564	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
3.8991,11,1	-6.6826,1.1294,3.9321,354.1568,345.2975,356.0347	-6.5043,1.5674,4.593,10.078,338.8644,15.7541	-6.2519,1.5213,4.648,14.2506,5.9093,351.5753	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
3.9262,11,1	-6.6826,1.1294,3.932,354.1593,345.292,356.0328	-6.5041,1.5673,4.5931,10.1343,338.8275,15.9353	-6.2552,1.5328,4.647,12.7079,4.8678,350.5596	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
3.9546,11,1	-6.6826,1.1294,3.932,354.1594,345.2932,356.0308	-6.5031,1.5672,4.5932,10.185,338.8194,16.2956	-6.2611,1.5624,4.6449,8.2302,2.6313,349.2238	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
3.9828,11,1	-6.6826,1.1294,3.9319,354.1606,345.2927,356.0345	-6.5026,1.567,4.5933,10.2185,338.8993,16.3953	-6.2613,1.5762,4.6445,6.0979,2.1397,348.8403	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
4.0116,11,1	-6.6826,1.1294,3.9318,354.1658,345.2882,356.0321	-6.5012,1.5665,4.5933,10.3129,339.2192,16.6391	-6.2585,1.6095,4.6435,1.0742,1.656,347.4507	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
4.0399,11,1	-6.6826,1.1294,3.9319,354.1613,345.2818,356.0316	-6.5006,1.5661,4.5935,10.397,339.4395,16.6988	-6.2552,1.6241,4.6427,358.605,1.8036,346.9223	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
4.0685,11,1	-6.6826,1.1294,3.932,354.1584,345.2813,356.0326	-6.4992,1.5652,4.5937,10.5631,339.9544,16.7767	-6.2458,1.6564,4.6402,352.9074,2.7377,346.5121	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
4.0969,11,1	-6.6826,1.1293,3.9319,354.1563,345.2803,356.0334	-6.4987,1.5649,4.5938,10.6266,340.181,16.7969	-6.2402,1.6693,4.6388,350.3773,3.6581,346.7231	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
4.1242,11,1	-6.6826,1.1293,3.9319,354.1544,345.2776,356.0325	-6.4981,1.5645,4.5939,10.7048,340.5208,16.8647	-6.2301,1.6884,4.6362,346.5435,5.5844,346.7968	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
4.1525,11,1	-6.6825,1.1293,3.9318,354.1551,345.2726,356.0316	-6.4978,1.5644,4.5939,10.7505,340.799,16.9595	-6.2181,1.7056,4.6335,343.3179,8.0401,346.9418	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
4.1807,11,1	-6.6825,1.1293,3.9318,354.152,345.2697,356.0329	-6.4978,1.5646,4.5939,10.749,341.0287,17.022	-6.205,1.7196,4.6312,340.8016,11.0206,347.8183	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
